EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5357054,LOGAN CO.,LINCOLN,05/30/2003,1934,Tornado, ,F0,0,0,0,0,IL,CST, ,1151460,C,107,ILX,0,0,EMERGENCY MANAGER, ,.1,10,5,N,5,N,LINCOLN,05/30/2003,1934,40.16667,-89.15,40.15,-89.08333,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",222
5357055,LOGAN CO.,LINCOLN,05/30/2003,1938,Tornado, ,F2,0,0,2500000,0,IL,CST, ,1151460,C,107,ILX,0,0,NWS STORM SURVEY, ,11,880,4,NNE,4,NNE,LINCOLN,05/30/2003,1948,40.15,-89.08333,40.1,-88.85,"A tornado touched down 4 miles north of the Lincoln Weather Service Office, just southwest of Lawndale (Logan County).  It traveled to the southeast blowing down numerous trees, tree limbs, power lines and power poles.  It destroyed a mobile home, shoved a two-story house 15 feet off its foundation, destroyed several sheds and barns.  Six to seven other homes sustained minor to major damage due to the tornado.  It crossed from Logan County into DeWitt County just north of Illinois Route 10 near Beason.  No injuries were reported.","",223
5357056,DE WITT CO.,MIDLAND CITY,05/30/2003,1948,Tornado, ,F1,0,0,0,0,IL,CST, ,1151460,C,39,ILX,0,0,NWS STORM SURVEY, ,3,300,1,NW,1,NW,MIDLAND CITY,05/30/2003,1951,39.93333,-88.45,39.93333,-88.45,"As the tornado crossed from Logan County into DeWitt County it blew down additional trees and power lines.  The tornado lifted and dissipated on the outskirts of Hallsville.  No injuries were reported with this tornado.","",224
5357057,DE WITT CO.,HALLVILLE,05/30/2003,1951,Tornado, ,F2,0,4,9300000,0,IL,CST, ,1151460,C,39,ILX,0,0,NWS STORM SURVEY, ,12.8,1100, , , , ,HALLVILLE,05/30/2003,2015,40.03333,-88.6,40.03333,-88.56667,"As the first tornado was weakening on the west side of Hallsville another more significant tornado developed on the east side of town.  It quickly intensified to F2 intensity, destroying two homes and causing damage to several others. In one home, a family of four sought shelter in the hallway.  They were briefly trapped after the walls collapsed around them, but only sustained minor injuries. The tornado maintained its intensity and traveled to the southeast towards the south side of Clinton. As it approached US 51 numerous homes and businesses were severely damaged. Seven businesses were destroyed. The tornado finally weakened and lifted one mile south of Lane.  Numerous trees, power lines and power poles were blown down as well.  No other injuries were reported.","",225
5364702,ST. CLAIR CO.,DUPO,06/10/2003,1655,Tornado, ,F0,0,0,0,0,IL,CST, ,1154484,C,163,LSX,0,0,NWS STORM SURVEY, ,3.5,75,2,N,2,N,DUPO,06/10/2003,1702,38.53333,-90.2,38.55,-90.15,"A tornado first caused damage just west of Highway 3 north of Dupo. The roof of one home was partially removed while several large trees were snapped at the base or uprooted. The roof of a nearby garage was also lifted off and tossed 80 yards across Highway 3. The next significant damage occurred along McBride Ave. Four homes suffered roof damage and four mobile homes were damaged with two of them considered destroyed. The tornado crossed Interstate 255 and blew over a tractor trailer truck.  The final damage area was just east of I-255 along Stolle Road where several large trees were uprooted or snapped off at the base.","",226
5364703,ST. CLAIR CO.,CASEYVILLE,06/10/2003,1705,Tornado, ,F2,0,2,0,0,IL,CST, ,1154485,C,163,LSX,0,0,NWS STORM SURVEY, ,3.5,150,2,WNW,2,WNW,CASEYVILLE,06/10/2003,1716,38.63333,-90.06667,38.63333,-89.96667,"A tornado first caused damage along the west side of the town of Caseyville, Illinois along Forest Blvd,  just east if Interstate 255. Over twelve witnesses observed the tornado along the leading edge of the bowing squall line as they saw debris tossed several hundred feet into the air. The tornado traveled east  southeast along Forest Blvd and West Lincoln Avenue. Three house trailers were severely damaged by the tornado between 85th and Black Lane. Two injuries occurred in two of the three house trailers.  Numerous large trees were severed or downed by the tornado. The roof of a large machine shed on Black Lane was uplifted and displaced several hundred yards to the east.  The tornado then ripped through an auto salvage area where several vehicles were over-turned, damaged or destroyed.  The width of this damage area was 50 to 100 yards wide while damage intensity was rated F1. The tornado continued to travel just a bit south of due east causing damage to two homes and a camper and completely destroying another mobile home. Some of the remains of the mobile home was observed 3/4 mile to the east just west of Highway 157. Pieces of metal were wrapped around snapped power poles while one 2 x 4 board was driven into the front windshield of a pickup truck. The width of this damage area varied from 50 to 75 yards while the damage intensity was rated low-end F2.  The tornado continued east and showed a convergence pattern in a nearby wheat field south of West Lincoln Ave. The tornado then caused minor damage to six new homes 100 to 300 yards south of West Lincoln Ave and 1/4 to 1/2 mile west of Highway 159. Roofs from five homes were partially uplifted and tossed 200 to 400 yards downwind to the east.  One home under construction was completely destroyed. The width of the damage area varied from 75 to 150 yards. The damage intensity was rated the lower end of F1. The tornado continued east up a ridge just east of Highway 157. Several large trees were snapped or uprooted just east of 157. Additional tree damage was found along Hill Road east of Highway 157. One home on Hill Road sustained minor roof damage. The tornado crossed East O'Fallon Drive and severed or uprooted several large trees. One home sustained minor roof damage while a machine shed and garage was severely damaged. The tornado damage track ended just west of Highway 159.  Width of the damage area again varied from 75 to 100 yards while the damage intensity was rated at the lower end of F1.","",227
5363874,MONROE CO.,WATERLOO,06/10/2003,1710,Tornado, ,F0,0,0,0,0,IL,CST, ,1154515,C,133,LSX,0,0,AIRPLANE PILOT, ,2,50,3,NE,3,NE,WATERLOO,06/10/2003,1712,38.36667,-90.11667,38.35,-90.08333,"An aerial survey conducted by members of the BAMEX (Bow Echo and Mesoscale Convective Vortex Experiment) revealed a small tornado track northeast of Waterloo. The damage occurred in a rural area and was limited to downed trees. The tornado crossed into St. Clair County west of Paderborn.","",228
5363101,MONROE CO.,RENAULT,06/10/2003,1711,Tornado, ,F0,0,0,0,0,IL,CST, ,1154517,C,133,LSX,0,0,AIRPLANE PILOT, ,1,50,2,ENE,2,ENE,RENAULT,06/10/2003,1713,38.16667,-90.1,38.16667,-90.08333,"An aerial survey conducted by members of the BAMEX (Bow Echo and Convective Mesoscale Convective Vortex Experiment) project revealed a small tornado occurred in a rural area near Renault. Damage was limited to a path of downed trees.","",229
5363875,ST. CLAIR CO.,PADERBORN,06/10/2003,1712,Tornado, ,F0,0,0,0,0,IL,CST, ,1154516,C,163,LSX,0,0,AIRPLANE PILOT, ,1,50,2,W,2,W,PADERBORN,06/10/2003,1713,38.36667,-90.06667,38.36667,-90.08333,"An aerial survey conducted by members of the BAMEX (Bow Echo and Mesoscale Convective Vortex Experiment) revealed a small tornado track that crossed into St. Clair County west of Paderborn. The damage occurred in a rural area and was limited to downed trees.","",230
5363105,DE KALB CO.,SHABBONA GROVE,06/10/2003,1730,Tornado, ,F0,0,0,0,0,IL,CST, ,1154521,C,37,LOT,0,0,LAW ENFORCEMENT, ,.5,50,2,NE,2,NE,SHABBONA GROVE,06/10/2003,1731,41.75,-88.8,41.76667,-88.8,"A brief tornado touched down about two miles northeast of Shabbona Grove.  The tornado damaged some crops but was only on the ground for about one minute.","",231
5364704,CLINTON CO.,GERMANTOWN,06/10/2003,1730,Tornado, ,F0,0,0,0,0,IL,CST, ,1154486,C,27,LSX,0,0,NWS STORM SURVEY, ,1.2,40,4,S,4,S,GERMANTOWN,06/10/2003,1733,38.5,-89.53333,38.5,-89.53333,"A tornado caused brief damage to a farmstead over south-central Clinton County Illinois.  The tornado occurred 4 miles south of Germantown Illinois in the Santa Fe flood plain along and north of the Kaskaskia River.  A barn, machine shed, and silo sustained the greatest degree of damage while there was minor damage to the farm home. Debris from the farmstead was thrown from 200 yards to 1.4 mile northeast. This tornado occurred approximately 2.0 miles to the east-northeast of another tornado that hit the area on April 4, 2003.","",232
5364771,WASHINGTON CO.,ADDIEVILLE,06/10/2003,1735,Tornado, ,F1,0,0,0,0,IL,CST, ,1154487,C,189,LSX,0,0,NWS STORM SURVEY, ,14,60,8,SW,8,SW,ADDIEVILLE,06/10/2003,1803,38.31667,-89.58333,38.38333,-89.35,"The bow echo system on June 10, 2003 spawned another tornado over parts of west-central Washington County, Illinois. This damage path, 14 miles, was long compared to the other tornadoes on that day.  Twelve machine sheds, barns, homes, other types of out-buildings sustained varying degrees of damage while numerous trees were along the tornado's path were either severed or uprooted.  Debris at several locations along the damage path was driven into the ground 1 to 2 feet deep at 45 to 60 degree angles.  In contrast to the other tornadoes on this day, this tornado occurred south of the apex of the bow echo.  The width of the damage track varied from 40 to 60 yards. The damage was rated F1 intensity.  It is interesting to point out that this tornado track was nearly identical to the damage track of a tornado that occurred in this area with a bow echo event on May 18, 1995.","",233
5362951,DE WITT CO.,WELDON,06/11/2003,1710,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,39,ILX,0,0,GENERAL PUBLIC, ,.1,10,3,SW,3,SW,WELDON,06/11/2003,1710,40.08333,-88.78333,40.08333,-88.78333,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",234
5363043,SANGAMON CO.,BUFFALO,06/11/2003,1720,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,167,ILX,0,0,STORM CHASER, ,.1,10,4,N,4,N,BUFFALO,06/11/2003,1720,39.9,-89.41667,39.9,-89.41667,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",235
5363044,SANGAMON CO.,ILLIOPOLIS,06/11/2003,1722,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,167,ILX,0,0,LAW ENFORCEMENT, ,.1,10,3,N,3,N,ILLIOPOLIS,06/11/2003,1722,40.46667,-89.41667,40.46667,-89.41667,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",236
5363045,DE WITT CO.,WELDON,06/11/2003,1725,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,39,ILX,0,0,LAW ENFORCEMENT, ,.2,10,1,N,1,N,WELDON,06/11/2003,1726,40.13333,-88.75,40.13333,-88.75,"A tornado briefly touched down in a field.  It blew down a couple of power lines near the intersection of Illinois Route 10 and Illinois Route 48.  No injuries were reported.","",237
5363046,LOGAN CO.,MT PULASKI,06/11/2003,1725,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,107,ILX,0,0,EMERGENCY MANAGER, ,.1,10,1,SW,1,SW,MT PULASKI,06/11/2003,1725,40,-89.3,40,-89.3,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",238
5363000,MACON CO.,NIANTIC,06/11/2003,1730,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,115,ILX,0,0,LAW ENFORCEMENT, ,.1,10,1,NE,1,NE,NIANTIC,06/11/2003,1730,39.86667,-89.15,39.86667,-89.15,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",239
5362950,LOGAN CO.,LAKE FORK,06/11/2003,1738,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,107,ILX,0,0,EMERGENCY MANAGER, ,.1,10,1,SW,1,SW,LAKE FORK,06/11/2003,1738,39.95,-89.36667,39.95,-89.36667,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",240
5363047,LOGAN CO.,CORNLAND,06/11/2003,1738,Tornado, ,F0,0,0,0,0,IL,CST, ,1154607,C,107,ILX,0,0,EMERGENCY MANAGER, ,.1,10,2,S,2,S,CORNLAND,06/11/2003,1738,39.9,-89.4,39.9,-89.4,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",241
5363005,MCLEAN CO.,KUMLER,06/13/2003,1700,Tornado, ,F0,0,0,0,0,IL,CST, ,1154608,C,113,ILX,0,0,LAW ENFORCEMENT, ,.1,10,1,NE,1,NE,KUMLER,06/13/2003,1700,40.31667,-88.56667,40.31667,-88.56667,"A tornado briefly touched down and blew the roof off of a shed.  No injuries were reported.","",242
5366944,STEPHENSON CO.,GERMAN VLY,06/14/2003,1415,Tornado, ,F0,0,0,0,1000,IL,CST, ,1156341,C,177,DVN,0,0,FIRE DEPT/RESCUE SQUAD, ,0,50,3,W,3,W,GERMAN VLY,06/14/2003,1417,42.21667,-89.53333,42.21667,-89.53333,"Also reported by spotters","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",243
5367719,CARROLL CO.,LANARK,06/14/2003,1420,Tornado, ,F0,0,0,0,5000,IL,CST, ,1156341,C,15,DVN,0,0,LAW ENFORCEMENT, ,.1,50,3,W,3,W,LANARK,06/14/2003,1425,42.1,-89.88333,42.1,-89.88333,"Near Jct US 52/IL 64 & Dame Rd","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",244
5367720,CARROLL CO.,MT CARROLL,06/14/2003,1426,Tornado, ,F0,0,0,0,5000,IL,CST, ,1156341,C,15,DVN,0,0,TRAINED SPOTTER, ,.1,50,2,SE,2,SE,MT CARROLL,06/14/2003,1431,42.08333,-89.95,42.08333,-89.95,"Just South of Jct IL 40 & Cyclone Ridge Rd","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",245
5367721,CARROLL CO.,SHANNON,06/14/2003,1430,Tornado, ,F0,0,0,0,5000,IL,CST, ,1156341,C,15,DVN,0,0,FIRE DEPT/RESCUE SQUAD, ,.1,50,2,S,2,S,SHANNON,06/14/2003,1435,42.11667,-89.73333,42.11667,-89.73333,"Near Jct Locust & Shannon Rte Rds","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",246
5366945,STEPHENSON CO.,FLORENCE,06/14/2003,1430,Tornado, ,F0,0,0,0,15000,IL,CST, ,1156341,C,177,DVN,0,0,TRAINED SPOTTER, ,.5,50,1,NE,1,NE,FLORENCE,06/14/2003,1438,42.21667,-89.65,42.23333,-89.61667,"Dissipated near IL 26 & Park Rd.","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",247
5367718,STEPHENSON CO.,GERMAN VLY,06/14/2003,1503,Tornado, ,F0,0,0,0,1000,IL,CST, ,1156341,C,177,DVN,0,0,FIRE DEPT/RESCUE SQUAD, ,0,50,1,SW,1,SW,GERMAN VLY,06/14/2003,1505,42.2,-89.48333,42.2,-89.48333,"Near Montague and Bunker Hill Rds","A lake breeze front moving west from Lake Michigan interacted with a weak boundary over Northwest Illinois and produced numerous land spouts after showers and thunderstorms developed during the afternoon hours.  All touchdowns were in rural locations with only crop damage being reported.  Due to the slow movement of the parent storms, numerous people documented the land spouts with photographs and cam corders.",248
5330373,TAZEWELL CO.,PEKIN,07/08/2003,1434,Tornado, ,F0,0,0,25000,0,IL,CST, ,1159209,C,179,ILX,0,0,EMERGENCY MANAGER, ,.3,20,3,SW,3,SW,PEKIN,07/08/2003,1435,40.56667,-89.63333,40.56667,-89.63333,"A tornado touched down near the Powerton power plant throwing chunks of coal into the air.  It traveled northeast towards a lumber yard.  It destroyed the roofs on a couple of sheds, before lifting and dissipating.  No injuries were reported.","",249
5329927,CHAMPAIGN CO.,CHAMPAIGN,07/09/2003,1722,Tornado, ,F0,0,0,0,0,IL,CST, ,1159210,C,19,ILX,0,0,EMERGENCY MANAGER, ,.1,10,4,SW,4,SW,CHAMPAIGN,07/09/2003,1722,40.08333,-88.3,40.08333,-88.3,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",250
5374009,KENDALL CO.,YORKVILLE,07/27/2003,1226,Tornado, ,F0,0,0,0,0,IL,CST, ,1157393,C,93,LOT,0,0,NWS STORM SURVEY, ,1,100, , , , ,YORKVILLE,07/27/2003,1228,41.63333,-88.45,41.63333,-88.45,"A weak tornado touchdown near the Hideaway Lake Camp near Yorkville in Kendall county.  The main line of thunderstorms had already moved east of the area when a small thunderstorm developed near Yorkville and quickly interacted with a lake breeze moving west through the same area.  This interaction helped to form a circulation which spun up as a weak tornado.  Numerous trees were damaged and some were blown down.  Damage occurred to several trailers and campers from the falling trees and tree limbs.  The tornado appeared to skip along the ground with the strongest winds staying aloft affecting mainly the trees.  The tornado lasted about two minutes.","A line of severe thunderstorms moved east across north central Illinois during the early afternoon hours of July 27th.  Additional thunderstorms developed ahead of the first line across the southern portions of the Chicago Metro area producing very heavy rain and widespread flooding.  As the first line of severe storms reached Lee county, numerous trees, tree limbs and power lines were blown down in Amboy in Lee county.  Trees were blown down onto houses in West Brooklyn, also in Lee county.  Winds as high as 65 mph blew down trees, large tree limbs and power lines across many locations in La Salle county.  Trees were blown down in La Salle.  Trees were uprooted near Lake Holiday in far northeast La Salle county.  Large tree limbs were blown down in Mendota, Norway and one mile east of Serena.  A grain bin was crushed and partially lifted off its base in Ottawa and a tree fell onto a car in Seatonville, both in LaSalle county.  Wind damage was widespread across Kendall county as well.  Trees, large tree limbs and power lines were blown down in Plano, Newark and Oswego as well as many rural parts of the county.  Trees were blown down blocking Illinois Route 71 west of Oswego.  Trees 20 inches in diameter were blown down southeast of Plano along Lynwood Drive.  Southwest of Plano, a large tree limb fell onto a roof and broke a skylight.  Winds gusted to 74 mph in Sandwich in De Kalb county, where numerous large trees were blown down or uprooted and a 20 inch diameter tree fell onto house.  Several trees and tents were blown down at an Antique show in Sandwich in DeKlab county where one person suffered a broken arm and another was hit in the head by a falling tent pole.  Canopies were also blown off of stores in Sandwich.  A two and a half foot diameter tree was snapped at its base in Morris in Grundy county.  A gust to 60 mph was reported in Naperville in Will county.  A one foot diameter tree was snapped in half on Winthrop Street, east of Larkin and north of Black Roads in Joliet.  Large tree limbs and power lines were blown down in Kankakee.  A tree fell onto power lines in Sheldon in Iroquois county.

In addition to the strong winds and wind damage, very heavy rain fell across much of Will and southern Cook counties.  Most of the rain fell in a two hour period with 5.00 inches reported in Shorewood, 4.90 inches at the National Weather Service office in Romeoville, 4.10 inches in Midlothian, 4.00 inches in Joliet, 3.56 inches in Orland Park, 3.50 inches in Plainfield and South Holland, and 2.05 inches in Plano in Kendall county.  Widespread street flooding was reported across all of north and central Will and southern Cook counties and many homes and businesses suffered water and flood damage.  Retention ponds were flooded and backing up into yards and streets in Plainfield in Will county.  Creeks were overflowing their banks in Midlothian in Cook county.  Several roads had two to four feet of standing water and were impassible, some roads were partially washed away.  Several cars were submerged at the intersection of Lagrange and Nebraska streets in Frankfort in Will county.  A Will county sheriff's car was destroyed when it pulled into a flooded subdivision and sank.  Several people had to be rescued from their cars after becoming trapped by flood waters in Frankfort, Lockport, Joliet, and Plainfield in Will county.  A creek bridge was washed away in Lockport township.  A man indirectly died from the flooding after walking into his flooded basement and being shocked because the water was in contact with electricity.  An alley between Illinois and Main Streets in Lemont in Cook county was partially washed away by fast flowing water.  100 homes and 13 businesses were flooded in Lemont.  Flood waters surrounded several buildings in Tinely Park.  A 15 foot berm was washed away in unicorpated Palos Township which caused massive street and basement flooding in the Sandberg Glen subdivision.  Street flooding was also reported in Plano in Kendall county.",251
5377531,CHRISTIAN CO.,OWANECO,08/31/2003,1514,Tornado, ,F1,0,0,0,0,IL,CST, ,1160864,C,21,ILX,0,0,STORM CHASER, ,5,100,6,SW,6,SW,OWANECO,08/31/2003,1525,39.41667,-89.28333,39.45,-89.21667,"A tornado touched down southwest of Owaneco.  It was on the ground for 5 miles.  The only damage reported was to the roof of a barn.  No injuries were reported.","",252
5336797,WHITESIDE CO.,FULTON,09/12/2003,1738,Tornado, ,F0,0,0,5000,10000,IL,CST, ,1162824,C,195,DVN,0,0,NWS STORM SURVEY, ,.2,35, , , , ,FULTON,09/12/2003,1739,41.86667,-90.16667,41.86667,-90.16667,"Rated high end F0","Tornado developed out of a non-supercell thunderstorm or heavy rain shower and touched down on the south side of Fulton, Illinois, south-southeast of the intersection of 24th Avenue and 4th Street.  The tornado moved Northeast through the Sikkema Trailer Park and crossed 5th and 6th streets before dissipating in a corn field.  Widespread tree limb damage was noted during the survey with corn stalks tossed into power lines.  Adjacent corn field was heavily damaged.  Numerous public reports of a funnel were received by the Whiteside County Sheriff Office with no lightning observed.  Path length 0.2 miles and was rated high F0.",253
5337781,LOGAN CO.,BROADWELL,09/26/2003,1615,Tornado, ,F1,0,0,15000,30000,IL,CST, ,1162333,C,107,ILX,0,0,EMERGENCY MANAGER, ,.8,50,2,SE,2,SE,BROADWELL,09/26/2003,1617,40.05,-89.41667,40.03333,-89.41667,"A tornado briefly touched down southeast of Broadwell.  It destroyed an old outbuilding, blew down two trees, and blew out 5 windows on a house.  Two people in the house at the time, saw the tornado approaching and took shelter in the basement.  No injuries were reported.  Also, the wooden cellar door on the house was torn off and nearby crops were destroyed.","",254
5338041,COLES CO.,MATTOON,09/26/2003,1750,Tornado, ,F1,0,1,10000000,0,IL,CST, ,1162333,C,29,ILX,0,0,EMERGENCY MANAGER, ,1.5,250,4,NNE,4,NNE,MATTOON,09/26/2003,1752,39.53333,-88.33333,39.51667,-88.31667,"A tornado touched down 4 miles north northeast of Mattoon near a printing plant.  It then traveled east damaging several buildings at the plant.  Almost 500,000 square feet of the roof was damaged or destroyed.  Contents in the buildings including electronic equipment and over 5 million pounds of paper were damaged.  With over 400 employees in the plant at the time of the tornado, only one person suffered minor injuries but didn't need immediate medical attention.  After hitting the plant, the tornado damaged some outbuildings at a nearby farm before lifting and dissipating.  Damage to the plant was estimated around $10 million.","",255
5392801,DOUGLAS CO.,TUSCOLA,04/20/2004,1300,Tornado, ,F1,0,0,50000,0,IL,CST, ,1168162,C,41,ILX,0,0,EMERGENCY MANAGER, ,3,50,4,NW,4,NW,TUSCOLA,04/20/2004,1306,39.83333,-88.33333,39.86667,-88.36667,"A tornado touched down at the intersection of 1300N and 750E in northwestern Douglas County.  In this location it damaged the front porch of a home, destroyed the garage, damaged a couple of sheds and blew down several large trees.  When the garage collapsed it damaged a 1975 Corvette, as well as another car and two antique tractors.  The tornado then traveled to the north northeast damaging an abandoned home, before crossing from Douglas County into Champaign County, 5.7 miles north northwest of Tuscola.  No injuries were reported.","",256
5392802,CHAMPAIGN CO.,PESOTUM,04/20/2004,1306,Tornado, ,F0,0,0,15000,0,IL,CST, ,1168162,C,19,ILX,0,0,EMERGENCY MANAGER, ,.9,50,3,SW,3,SW,PESOTUM,04/20/2004,1310,39.88333,-88.3,39.88333,-88.28333,"As the tornado crossed from Douglas County into Champaign County, 3 miles southwest of Pesotum, it destroyed a barn as well as several trees and power lines. The tornado lifted and dissipated 2 miles south southwest of Pesotum.  No injuries were reported.","",257
5392803,CHAMPAIGN CO.,PHILO,04/20/2004,1332,Tornado, ,F0,0,0,0,0,IL,CST, ,1168162,C,19,ILX,0,0,EMERGENCY MANAGER, ,.1,50,4,NE,4,NE,PHILO,04/20/2004,1332,40.03333,-88.1,40.03333,-88.1,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",258
5392805,STARK CO.,WYOMING,04/20/2004,1605,Tornado, ,F1,0,0,0,0,IL,CST, ,1168162,C,175,ILX,0,0,NWS STORM SURVEY, ,1,75,7,E,7,E,WYOMING,04/20/2004,1606,41.06667,-89.65,41.1,-89.63333,"A tornado touched down 6.5 miles east of Wyoming (Stark County).  As it traveled east, it blew out 5 windows on a house and damaged the roof of a barn. Also, numerous trees were either uprooted or snapped off. The tornado then crossed from Stark County into Marshall County 7.3 miles east northeast of Wyoming.  No injuries were reported.","",259
5392889,MARSHALL CO.,CAMP GROVE,04/20/2004,1606,Tornado, ,F1,0,0,250000,0,IL,CST, ,1168162,C,123,ILX,0,0,NWS STORM SURVEY, ,8.1,440,0,NW,0,NW,CAMP GROVE,04/20/2004,1617,41.08333,-89.65,41.16667,-89.53333,"The tornado crossed from Stark County into Marshall County four tenths of a mile northwest of Camp Grove.  It initially blew down numerous trees and power lines until it reached the intersection of 1300N and 250E where it destroyed a shed and a pole barn which had farm equipment in it.  The farm equipment was damaged with damage estimated around $250,000.  It then continued moving northeast blowing a grain bin into a field, blew down more trees and power lines then crossed into Bureau County (WFO DVN county warning area) west of Whitefield.  No injuries were reported.","",260
5394563,BUREAU CO.,WHITEFIELD,04/20/2004,1617,Tornado, ,F0,0,0,10000,0,IL,CST, ,1168708,C,11,DVN,0,0,NWS STORM SURVEY, ,1.7,100,1,W,1,W,WHITEFIELD,04/20/2004,1619,41.15,-89.51667,41.16667,-89.48333,"Rated high end F0","Tornado formed 0.4 miles northwest of Camp Grove in Marshall county (WFO ILX) at 1606 CST and traveled northeast and entered Southern Bureau County at 1617 CST 0.5 miles West of Whitefield.  The tornado dissipated at 1619 CST 1.2 miles northeast of Whitefield near the intersection of 50 North/1925 East.  In Bureau County, the tornado was on the ground for 1.7 miles and had a width of 100 yards.  A farmstead near county roads 00 N and 1775 E, West of Whitefield, had a barn and several outbuildings damaged with damage to the roof of the farmhouse.",261
5392890,KNOX CO.,VICTORIA,04/20/2004,1640,Tornado, ,F0,0,0,0,0,IL,CST, ,1168162,C,95,ILX,0,0,EMERGENCY MANAGER, ,2.8,30,3,NW,3,NW,VICTORIA,04/20/2004,1643,41.06667,-90.13333,41.1,-90.1,"A tornado touched down 3 miles northwest of Victoria and traveled to the northeast.  As it reached the intersection of 2500N and 1700E, it destroyed one farm building and damaged two other farm buildings. It continued to move to the northeast lifting 4.5 miles north of Victoria.  Several trees and power lines were blown down as well.  No injuries were reported.","",262
