city_ascii,state_id,City,lat,lng
Solon,IA,"Solon, IA",41.8055,-91.4961
Solon Mills,IL,"Solon Mills, IL",42.4423,-88.2765
Solon Springs,WI,"Solon Springs, WI",46.3495,-91.8207
Solvang,CA,"Solvang, CA",34.5935,-120.1401
Solvay,NY,"Solvay, NY",43.0571,-76.2123
Solway,MN,"Solway, MN",47.5211,-95.1303
Sombrillo,NM,"Sombrillo, NM",35.9802,-106.0352
Somerdale,NJ,"Somerdale, NJ",39.8455,-75.0218
Somers,WI,"Somers, WI",42.6411,-87.8919
Somers,MT,"Somers, MT",48.0824,-114.2344
Somers,IA,"Somers, IA",42.3788,-94.431
Somers Point,NJ,"Somers Point, NJ",39.3167,-74.6066
Somerset,NJ,"Somerset, NJ",40.5083,-74.501
Somerset,KY,"Somerset, KY",37.0834,-84.6109
Somerset,PA,"Somerset, PA",40.0049,-79.0778
Somerset,WI,"Somerset, WI",45.1257,-92.6731
Somerset,TX,"Somerset, TX",29.2285,-98.6567
Somerset,OH,"Somerset, OH",39.8064,-82.2996
Somerset,MD,"Somerset, MD",38.9666,-77.0963
Somerset,IN,"Somerset, IN",40.6694,-85.8315
Somerset,CO,"Somerset, CO",38.9268,-107.4725
Somerset,KS,"Somerset, KS",38.6058,-94.7779
Somersworth,NH,"Somersworth, NH",43.2534,-70.8856
Somerton,AZ,"Somerton, AZ",32.6007,-114.6994
Somerville,MA,"Somerville, MA",42.3908,-71.1014
Somerville,NJ,"Somerville, NJ",40.5696,-74.6092
Somerville,TN,"Somerville, TN",35.2352,-89.3869
Somerville,TX,"Somerville, TX",30.346,-96.5311
Somerville,AL,"Somerville, AL",34.4679,-86.7909
Somerville,OH,"Somerville, OH",39.5639,-84.6391
Somerville,IN,"Somerville, IN",38.2786,-87.377
Somis,CA,"Somis, CA",34.2652,-118.9984
Somonauk,IL,"Somonauk, IL",41.6419,-88.6733
Sonoita,AZ,"Sonoita, AZ",31.6646,-110.6427
Sonoma,CA,"Sonoma, CA",38.2902,-122.4598
Sonoma State University,CA,"Sonoma State University, CA",38.3406,-122.6729
Sonora,CA,"Sonora, CA",37.9819,-120.3828
Sonora,TX,"Sonora, TX",30.5707,-100.6423
Sonora,KY,"Sonora, KY",37.5319,-85.8947
Sonterra,TX,"Sonterra, TX",30.8079,-97.5952
Sopchoppy,FL,"Sopchoppy, FL",30.0598,-84.4854
Soper,OK,"Soper, OK",34.0321,-95.6965
Soperton,GA,"Soperton, GA",32.3782,-82.5945
Sophia,WV,"Sophia, WV",37.7117,-81.2525
Soquel,CA,"Soquel, CA",36.9978,-121.9483
Sorento,IL,"Sorento, IL",39.0008,-89.5748
Sorgho,KY,"Sorgho, KY",37.7518,-87.219
Sorrel,LA,"Sorrel, LA",29.8879,-91.6225
Sorrento,LA,"Sorrento, LA",30.1828,-90.8674
Sorrento,FL,"Sorrento, FL",28.8087,-81.5632
Soso,MS,"Soso, MS",31.7536,-89.2759
Soudan,MN,"Soudan, MN",47.813,-92.2356
Soudersburg,PA,"Soudersburg, PA",40.015,-76.1529
Souderton,PA,"Souderton, PA",40.311,-75.3224
Soulsbyville,CA,"Soulsbyville, CA",37.9917,-120.2617
Sound Beach,NY,"Sound Beach, NY",40.9578,-72.9725
Sour John,OK,"Sour John, OK",35.6206,-95.1432
Sour Lake,TX,"Sour Lake, TX",30.1378,-94.4046
Souris,ND,"Souris, ND",48.91,-100.6826
South Acomita Village,NM,"South Acomita Village, NM",35.0533,-107.5722
South Alamo,TX,"South Alamo, TX",26.1517,-98.1079
South Amana,IA,"South Amana, IA",41.7703,-91.96
South Amboy,NJ,"South Amboy, NJ",40.4852,-74.2831
South Amherst,OH,"South Amherst, OH",41.3518,-82.2393
South Apopka,FL,"South Apopka, FL",28.657,-81.5058
South Ashburnham,MA,"South Ashburnham, MA",42.6138,-71.9384
South Barre,VT,"South Barre, VT",44.1646,-72.5038
South Barrington,IL,"South Barrington, IL",42.0881,-88.158
South Bay,FL,"South Bay, FL",26.677,-80.7265
South Beach,FL,"South Beach, FL",27.5883,-80.3435
South Beloit,IL,"South Beloit, IL",42.4825,-89.026
South Bend,IN,"South Bend, IN",41.6767,-86.2696
South Bend,WA,"South Bend, WA",46.6678,-123.8006
South Bend,NE,"South Bend, NE",41.0022,-96.2474
South Berwick,ME,"South Berwick, ME",43.2321,-70.7963
South Bethany,DE,"South Bethany, DE",38.516,-75.0589
South Bethlehem,PA,"South Bethlehem, PA",40.9991,-79.3395
South Bloomfield,OH,"South Bloomfield, OH",39.7168,-82.993
South Blooming Grove,NY,"South Blooming Grove, NY",41.3735,-74.179
South Boardman,MI,"South Boardman, MI",44.64,-85.2864
South Boston,VA,"South Boston, VA",36.7132,-78.9135
South Bound Brook,NJ,"South Bound Brook, NJ",40.5535,-74.5277
South Bradenton,FL,"South Bradenton, FL",27.4612,-82.5822
South Brooksville,FL,"South Brooksville, FL",28.5243,-82.4159
South Browning,MT,"South Browning, MT",48.5459,-113.0127
South Burlington,VT,"South Burlington, VT",44.4622,-73.2202
South Cairo,NY,"South Cairo, NY",42.2684,-73.9558
South Canal,OH,"South Canal, OH",41.1761,-80.9866
South Carrollton,KY,"South Carrollton, KY",37.3358,-87.1401
South Carthage,TN,"South Carthage, TN",36.2414,-85.9575
South Charleston,WV,"South Charleston, WV",38.3426,-81.7155
South Charleston,OH,"South Charleston, OH",39.8243,-83.6417
South Chicago Heights,IL,"South Chicago Heights, IL",41.4831,-87.6369
South Cle Elum,WA,"South Cle Elum, WA",47.1862,-120.9526
South Cleveland,TN,"South Cleveland, TN",35.1096,-84.9097
South Coatesville,PA,"South Coatesville, PA",39.969,-75.8135
South Coffeyville,OK,"South Coffeyville, OK",36.9921,-95.6219
South Congaree,SC,"South Congaree, SC",33.9094,-81.1375
South Connellsville,PA,"South Connellsville, PA",39.9946,-79.5804
South Corning,NY,"South Corning, NY",42.1262,-77.0356
South Coventry,CT,"South Coventry, CT",41.7731,-72.3084
South Creek,WA,"South Creek, WA",46.9994,-122.392
South Dayton,NY,"South Dayton, NY",42.3628,-79.051
South Daytona,FL,"South Daytona, FL",29.1657,-81.0055
South Deerfield,MA,"South Deerfield, MA",42.4795,-72.5947
South Dennis,MA,"South Dennis, MA",41.7051,-70.1537
South Dennis,NJ,"South Dennis, NJ",39.1684,-74.8
South Dos Palos,CA,"South Dos Palos, CA",36.9707,-120.6467
South Duxbury,MA,"South Duxbury, MA",42.0203,-70.6913
South Edmeston,NY,"South Edmeston, NY",42.6854,-75.3113
South El Monte,CA,"South El Monte, CA",34.0493,-118.0484
South Elgin,IL,"South Elgin, IL",41.9906,-88.3135
South Eliot,ME,"South Eliot, ME",43.1287,-70.7952
South End,MN,"South End, MN",47.3231,-95.4788
South English,IA,"South English, IA",41.4522,-92.0903
South Euclid,OH,"South Euclid, OH",41.524,-81.5245
South Fallsburg,NY,"South Fallsburg, NY",41.704,-74.6331
South Farmingdale,NY,"South Farmingdale, NY",40.7175,-73.4473
South Floral Park,NY,"South Floral Park, NY",40.7135,-73.7004
South Fork,PA,"South Fork, PA",40.3635,-78.7919
South Fork,CO,"South Fork, CO",37.6691,-106.6417
South Fork,MO,"South Fork, MO",36.6311,-91.9602
South Fork Estates,TX,"South Fork Estates, TX",27.2697,-98.7239
South Frydek,TX,"South Frydek, TX",29.7318,-96.0738
South Fulton,GA,"South Fulton, GA",33.6273,-84.58
South Fulton,TN,"South Fulton, TN",36.4931,-88.8835
South Gate,CA,"South Gate, CA",33.9447,-118.1926
South Gate Ridge,FL,"South Gate Ridge, FL",27.2856,-82.497
South Gifford,MO,"South Gifford, MO",40.0258,-92.6829
South Glastonbury,MT,"South Glastonbury, MT",45.3121,-110.8076
South Glens Falls,NY,"South Glens Falls, NY",43.2951,-73.6351
South Gorin,MO,"South Gorin, MO",40.3596,-92.0246
South Greeley,WY,"South Greeley, WY",41.0929,-104.8066
South Greenfield,MO,"South Greenfield, MO",37.3761,-93.841
South Greensburg,PA,"South Greensburg, PA",40.2783,-79.5473
South Gull Lake,MI,"South Gull Lake, MI",42.3901,-85.4008
South Haven,IN,"South Haven, IN",41.5438,-87.1367
South Haven,MI,"South Haven, MI",42.4011,-86.2677
South Haven,KS,"South Haven, KS",37.0495,-97.4013
South Haven,MN,"South Haven, MN",45.2927,-94.2174
South Heart,ND,"South Heart, ND",46.8691,-102.9927
South Heights,PA,"South Heights, PA",40.5746,-80.2364
South Hempstead,NY,"South Hempstead, NY",40.6814,-73.6233
South Henderson,NC,"South Henderson, NC",36.3033,-78.406
South Hero,VT,"South Hero, VT",44.6479,-73.3017
South Highpoint,FL,"South Highpoint, FL",27.9086,-82.7162
South Hill,WA,"South Hill, WA",47.1198,-122.2853
South Hill,NY,"South Hill, NY",42.4113,-76.4883
South Hill,VA,"South Hill, VA",36.7254,-78.1287
South Hills,MT,"South Hills, MT",46.5564,-111.9975
South Holland,IL,"South Holland, IL",41.5977,-87.6022
South Hooksett,NH,"South Hooksett, NH",43.0331,-71.4254
South Houston,TX,"South Houston, TX",29.6611,-95.2285
South Huntington,NY,"South Huntington, NY",40.8225,-73.3921
South Hutchinson,KS,"South Hutchinson, KS",38.0278,-97.9429
South Ilion,NY,"South Ilion, NY",42.9924,-75.0509
South Jacksonville,IL,"South Jacksonville, IL",39.7025,-90.2292
South Jordan,UT,"South Jordan, UT",40.557,-111.9784
South Kensington,MD,"South Kensington, MD",39.0188,-77.0785
South Komelik,AZ,"South Komelik, AZ",31.7144,-111.7744
South La Paloma,TX,"South La Paloma, TX",27.8947,-97.9685
South Lake Tahoe,CA,"South Lake Tahoe, CA",38.9393,-119.9828
South Lakes,AK,"South Lakes, AK",61.5874,-149.316
South Lancaster,MA,"South Lancaster, MA",42.4373,-71.692
South Lansing,NY,"South Lansing, NY",42.5369,-76.4968
South Laurel,MD,"South Laurel, MD",39.0603,-76.8456
South Lead Hill,AR,"South Lead Hill, AR",36.3956,-92.9063
South Lebanon,OH,"South Lebanon, OH",39.3672,-84.2205
South Lebanon,OR,"South Lebanon, OR",44.5055,-122.8959
South Lima,NY,"South Lima, NY",42.8575,-77.676
South Lincoln,VT,"South Lincoln, VT",44.0651,-72.9748
South Lineville,MO,"South Lineville, MO",40.5785,-93.5242
South Lockport,NY,"South Lockport, NY",43.1366,-78.6855
South Londonderry,VT,"South Londonderry, VT",43.1904,-72.8118
South Lyon,MI,"South Lyon, MI",42.4614,-83.6526
South Mansfield,LA,"South Mansfield, LA",32.0181,-93.7237
South Miami,FL,"South Miami, FL",25.7079,-80.2952
South Miami Heights,FL,"South Miami Heights, FL",25.5886,-80.3862
South Mills,NC,"South Mills, NC",36.4379,-76.3308
South Milwaukee,WI,"South Milwaukee, WI",42.912,-87.8627
South Monroe,MI,"South Monroe, MI",41.8927,-83.4186
South Monrovia Island,CA,"South Monrovia Island, CA",34.1234,-117.9958
South Mound,KS,"South Mound, KS",37.435,-95.2245
South Mount Vernon,OH,"South Mount Vernon, OH",40.3823,-82.5018
South Mountain,TX,"South Mountain, TX",31.4398,-97.6793
South Naknek,AK,"South Naknek, AK",58.6637,-156.9908
South New Castle,PA,"South New Castle, PA",40.9748,-80.3456
South Nyack,NY,"South Nyack, NY",41.0797,-73.9127
South Ogden,UT,"South Ogden, UT",41.1722,-111.9576
South Oroville,CA,"South Oroville, CA",39.4767,-121.5439
South Padre Island,TX,"South Padre Island, TX",26.1218,-97.1703
South Palm Beach,FL,"South Palm Beach, FL",26.5898,-80.039
South Paris,ME,"South Paris, ME",44.219,-70.5113
South Park,WY,"South Park, WY",43.4234,-110.7994
South Park View,KY,"South Park View, KY",38.1184,-85.7201
South Pasadena,CA,"South Pasadena, CA",34.1103,-118.1573
South Pasadena,FL,"South Pasadena, FL",27.7526,-82.7394
South Patrick Shores,FL,"South Patrick Shores, FL",28.202,-80.6137
South Pekin,IL,"South Pekin, IL",40.4955,-89.6524
South Philipsburg,PA,"South Philipsburg, PA",40.887,-78.2185
South Pittsburg,TN,"South Pittsburg, TN",35.0111,-85.7183
South Plainfield,NJ,"South Plainfield, NJ",40.5748,-74.4152
South Point,OH,"South Point, OH",38.4214,-82.5784
South Point,TX,"South Point, TX",25.8729,-97.383
South Portland,ME,"South Portland, ME",43.631,-70.2895
South Pottstown,PA,"South Pottstown, PA",40.2367,-75.6599
South Prairie,WA,"South Prairie, WA",47.1373,-122.0939
South Range,MI,"South Range, MI",47.0703,-88.644
South Renovo,PA,"South Renovo, PA",41.3244,-77.743
South Riding,VA,"South Riding, VA",38.912,-77.5132
South River,NJ,"South River, NJ",40.4455,-74.3783
South River,NM,"South River, NM",36.7892,-108.06
South Rockwood,MI,"South Rockwood, MI",42.0597,-83.2654
South Rosemary,NC,"South Rosemary, NC",36.4463,-77.7065
South Roxana,IL,"South Roxana, IL",38.812,-90.0612
South Royalton,VT,"South Royalton, VT",43.8123,-72.5155
South Run,VA,"South Run, VA",38.7467,-77.2754
South Russell,OH,"South Russell, OH",41.4318,-81.3352
South Salem,OH,"South Salem, OH",39.3372,-83.3067
South Salt Lake,UT,"South Salt Lake, UT",40.7057,-111.8986
South San Francisco,CA,"South San Francisco, CA",37.6538,-122.4196
South San Gabriel,CA,"South San Gabriel, CA",34.0488,-118.0961
South San Jose Hills,CA,"South San Jose Hills, CA",34.0123,-117.9043
South Sarasota,FL,"South Sarasota, FL",27.2857,-82.5332
South Seaville,NJ,"South Seaville, NJ",39.1825,-74.7575
South Shaftsbury,VT,"South Shaftsbury, VT",42.9411,-73.202
South Shore,KY,"South Shore, KY",38.7224,-82.9647
South Shore,SD,"South Shore, SD",45.1016,-96.93
South Sioux City,NE,"South Sioux City, NE",42.4627,-96.4125
South Solon,OH,"South Solon, OH",39.7374,-83.6127
South St. Paul,MN,"South St. Paul, MN",44.8877,-93.0411
South Sumter,SC,"South Sumter, SC",33.8855,-80.3378
South Taft,CA,"South Taft, CA",35.1293,-119.4575
South Temple,PA,"South Temple, PA",40.399,-75.9223
South Toledo Bend,TX,"South Toledo Bend, TX",31.1568,-93.6074
South Toms River,NJ,"South Toms River, NJ",39.9418,-74.2087
South Tucson,AZ,"South Tucson, AZ",32.1955,-110.9692
South Union,SC,"South Union, SC",34.5536,-83.0509
South Uniontown,PA,"South Uniontown, PA",39.8939,-79.7465
South Vacherie,LA,"South Vacherie, LA",29.9406,-90.6893
South Valley,NM,"South Valley, NM",35.0093,-106.6819
South Valley Stream,NY,"South Valley Stream, NY",40.6558,-73.7185
South Van Horn,AK,"South Van Horn, AK",64.8091,-147.7854
South Venice,FL,"South Venice, FL",27.0444,-82.4155
South Vienna,OH,"South Vienna, OH",39.9294,-83.6138
South Vinemont,AL,"South Vinemont, AL",34.2349,-86.8642
South Wallins,KY,"South Wallins, KY",36.8152,-83.4044
South Waverly,PA,"South Waverly, PA",41.9955,-76.5442
South Wayne,WI,"South Wayne, WI",42.5676,-89.8763
South Weber,UT,"South Weber, UT",41.1334,-111.9393
South Webster,OH,"South Webster, OH",38.8169,-82.7282
South Weldon,NC,"South Weldon, NC",36.4135,-77.6024
South Wenatchee,WA,"South Wenatchee, WA",47.3885,-120.2829
South Whitley,IN,"South Whitley, IN",41.084,-85.6278
South Whittier,CA,"South Whittier, CA",33.9336,-118.0312
South Willard,UT,"South Willard, UT",41.3583,-112.0408
South Williamson,KY,"South Williamson, KY",37.6633,-82.2879
South Williamsport,PA,"South Williamsport, PA",41.2294,-77.0009
South Wilmington,IL,"South Wilmington, IL",41.1745,-88.2795
South Wilton,CT,"South Wilton, CT",41.173,-73.4166
South Windham,CT,"South Windham, CT",41.685,-72.1845
South Windham,ME,"South Windham, ME",43.738,-70.4236
South Woodstock,CT,"South Woodstock, CT",41.9312,-71.9555
South Woodstock,VT,"South Woodstock, VT",43.5608,-72.5321
South Yarmouth,MA,"South Yarmouth, MA",41.6692,-70.2005
South Zanesville,OH,"South Zanesville, OH",39.9036,-82.0179
Southampton Meadows,VA,"Southampton Meadows, VA",36.5916,-76.9293
Southaven,MS,"Southaven, MS",34.9514,-89.9786
Southchase,FL,"Southchase, FL",28.3793,-81.3903
Southeast Arcadia,FL,"Southeast Arcadia, FL",27.1862,-81.8521
Southern Gateway,VA,"Southern Gateway, VA",38.3489,-77.5036
Southern Pines,NC,"Southern Pines, NC",35.1927,-79.4039
Southern Shops,SC,"Southern Shops, SC",34.9846,-81.9934
Southern Shores,NC,"Southern Shores, NC",36.1205,-75.7328
Southern Ute,CO,"Southern Ute, CO",37.0749,-107.5933
Southern View,IL,"Southern View, IL",39.7543,-89.6511
Southfield,MI,"Southfield, MI",42.4765,-83.2605
Southgate,MI,"Southgate, MI",42.2047,-83.2057
Southgate,FL,"Southgate, FL",27.3066,-82.5107
Southgate,KY,"Southgate, KY",39.0631,-84.4715
Southlake,TX,"Southlake, TX",32.9545,-97.1503
Southmayd,TX,"Southmayd, TX",33.6231,-96.7287
Southmont,PA,"Southmont, PA",40.3108,-78.9327
Southmont,NC,"Southmont, NC",35.6535,-80.2702
Southport,NC,"Southport, NC",33.9411,-78.0205
Southport,IN,"Southport, IN",39.66,-86.1171
Southport,CT,"Southport, CT",41.135,-73.2873
Southside,AL,"Southside, AL",33.9007,-86.0238
Southside,AR,"Southside, AR",35.7149,-91.6328
Southside Chesconessex,VA,"Southside Chesconessex, VA",37.7439,-75.7786
Southside Place,TX,"Southside Place, TX",29.7089,-95.4366
Southview,PA,"Southview, PA",40.332,-80.2561
Southwest City,MO,"Southwest City, MO",36.5205,-94.6103
Southwest Greensburg,PA,"Southwest Greensburg, PA",40.2919,-79.5478
Southwest Ranches,FL,"Southwest Ranches, FL",26.0476,-80.3751
Southwest Sandhill,TX,"Southwest Sandhill, TX",31.557,-102.9066
Southwood Acres,CT,"Southwood Acres, CT",41.9582,-72.5726
Southworth,WA,"Southworth, WA",47.5125,-122.5298
Spackenkill,NY,"Spackenkill, NY",41.6547,-73.91
Spade,TX,"Spade, TX",33.926,-102.1543
Spalding,NE,"Spalding, NE",41.6892,-98.3626
Spanaway,WA,"Spanaway, WA",47.0979,-122.4233
Spangle,WA,"Spangle, WA",47.4299,-117.3812
Spanish Fork,UT,"Spanish Fork, UT",40.1101,-111.6405
Spanish Fort,AL,"Spanish Fort, AL",30.7254,-87.8597
Spanish Lake,MO,"Spanish Lake, MO",38.7884,-90.2077
Spanish Springs,NV,"Spanish Springs, NV",39.6568,-119.6694
Spanish Valley,UT,"Spanish Valley, UT",38.4743,-109.421
Sparkill,NY,"Sparkill, NY",41.0289,-73.9333
Sparkman,AR,"Sparkman, AR",33.9172,-92.8501
Sparks,NV,"Sparks, NV",39.5736,-119.7161
Sparks,TX,"Sparks, TX",31.6727,-106.2399
Sparks,GA,"Sparks, GA",31.1693,-83.4405
Sparks,OK,"Sparks, OK",35.6113,-96.8191
Sparland,IL,"Sparland, IL",41.0295,-89.441
Sparrow Bush,NY,"Sparrow Bush, NY",41.4025,-74.7175
Sparta,WI,"Sparta, WI",43.9377,-90.8131
Sparta,TN,"Sparta, TN",35.9347,-85.4726
Sparta,MI,"Sparta, MI",43.1571,-85.7106
Sparta,IL,"Sparta, IL",38.1513,-89.7185
Sparta,MO,"Sparta, MO",37.0019,-93.0843
Sparta,GA,"Sparta, GA",33.2766,-82.9704
Sparta,NC,"Sparta, NC",36.5034,-81.1217
Sparta,KY,"Sparta, KY",38.6969,-84.9074
Sparta,OH,"Sparta, OH",40.3943,-82.6996
Spartanburg,SC,"Spartanburg, SC",34.9442,-81.9251
Spartansburg,PA,"Spartansburg, PA",41.8241,-79.6829
Spaulding,IL,"Spaulding, IL",39.8663,-89.5447
Spaulding,CA,"Spaulding, CA",40.6557,-120.7863
Spaulding,OK,"Spaulding, OK",35.0132,-96.4404
Spavinaw,OK,"Spavinaw, OK",36.3937,-95.0502
Spearfish,SD,"Spearfish, SD",44.4909,-103.8155
Spearman,TX,"Spearman, TX",36.1982,-101.1943
Spearsville,LA,"Spearsville, LA",32.932,-92.6001
Spearville,KS,"Spearville, KS",37.8481,-99.7548
Speculator,NY,"Speculator, NY",43.5944,-74.3822
Speed,NC,"Speed, NC",35.9685,-77.4442
Speed,KS,"Speed, KS",39.6764,-99.4209
Speedway,IN,"Speedway, IN",39.7937,-86.2481
Speers,PA,"Speers, PA",40.1222,-79.8799
Spelter,WV,"Spelter, WV",39.3432,-80.3163
Spencer,IA,"Spencer, IA",43.1468,-95.1534
Spencer,OK,"Spencer, OK",35.5108,-97.3715
Spencer,NC,"Spencer, NC",35.6986,-80.4254
Spencer,WV,"Spencer, WV",38.8024,-81.3531
Spencer,IN,"Spencer, IN",39.2862,-86.7725
Spencer,WI,"Spencer, WI",44.7544,-90.2983
Spencer,TN,"Spencer, TN",35.7393,-85.456
Spencer,OH,"Spencer, OH",41.0991,-82.1231
Spencer,NE,"Spencer, NE",42.8753,-98.7003
Spencer,SD,"Spencer, SD",43.7273,-97.5911
Spencer,ID,"Spencer, ID",44.377,-112.1897
Spencer Mountain,NC,"Spencer Mountain, NC",35.3073,-81.1101
Spencerport,NY,"Spencerport, NY",43.1882,-77.8067
Spencerville,OH,"Spencerville, OH",40.7079,-84.3526
Spencerville,MD,"Spencerville, MD",39.119,-76.9828
Spencerville,NM,"Spencerville, NM",36.8244,-108.0563
Sperry,OK,"Sperry, OK",36.2976,-95.9963
Sperry,IA,"Sperry, IA",40.9572,-91.1557
Sperryville,VA,"Sperryville, VA",38.6562,-78.2323
Spiceland,IN,"Spiceland, IN",39.8433,-85.426
Spicer,MN,"Spicer, MN",45.2331,-94.9401
Spickard,MO,"Spickard, MO",40.2432,-93.5923
Spillertown,IL,"Spillertown, IL",37.7646,-88.9204
Spillville,IA,"Spillville, IA",43.2031,-91.9523
Spindale,NC,"Spindale, NC",35.3597,-81.9232
Spink Colony,SD,"Spink Colony, SD",44.7449,-98.2895
Spinnerstown,PA,"Spinnerstown, PA",40.4412,-75.4414
Spirit Lake,IA,"Spirit Lake, IA",43.4176,-95.1109
Spirit Lake,ID,"Spirit Lake, ID",47.9658,-116.8699
Spiritwood,ND,"Spiritwood, ND",46.9343,-98.4933
Spiritwood Lake,ND,"Spiritwood Lake, ND",47.0743,-98.5866
Spiro,OK,"Spiro, OK",35.241,-94.6237
Spivey,KS,"Spivey, KS",37.4484,-98.1658
Splendora,TX,"Splendora, TX",30.2324,-95.1616
Spofford,TX,"Spofford, TX",29.1733,-100.4112
Spokane,WA,"Spokane, WA",47.6671,-117.433
Spokane,LA,"Spokane, LA",31.713,-91.4453
Spokane,MO,"Spokane, MO",36.8669,-93.287
Spokane Creek,MT,"Spokane Creek, MT",46.5343,-111.7391
Spokane Valley,WA,"Spokane Valley, WA",47.6626,-117.2346
Spooner,WI,"Spooner, WI",45.8271,-91.886
Sportmans Shores,OK,"Sportmans Shores, OK",36.4645,-95.083
Sportsmans Park,OR,"Sportsmans Park, OR",45.2197,-121.3945
Sportsmen Acres,OK,"Sportsmen Acres, OK",36.2458,-95.2517
Spotswood,NJ,"Spotswood, NJ",40.3949,-74.392
Spotsylvania Courthouse,VA,"Spotsylvania Courthouse, VA",38.1993,-77.5892
Spottsville,KY,"Spottsville, KY",37.8564,-87.4167
Spout Springs,NC,"Spout Springs, NC",35.2724,-79.0331
Sprague,WV,"Sprague, WV",37.7938,-81.1822
Sprague,WA,"Sprague, WA",47.3048,-117.9714
Sprague,NE,"Sprague, NE",40.6266,-96.7446
Sprague River,OR,"Sprague River, OR",42.4567,-121.5022
Spragueville,IA,"Spragueville, IA",42.0716,-90.4327
Spray,OR,"Spray, OR",44.8335,-119.7949
Spreckels,CA,"Spreckels, CA",36.6247,-121.6465
Spring,TX,"Spring, TX",30.0613,-95.383
Spring Arbor,MI,"Spring Arbor, MI",42.2055,-84.5551
Spring Bay,IL,"Spring Bay, IL",40.8206,-89.5286
Spring Branch,TX,"Spring Branch, TX",29.8849,-98.4127
Spring City,PA,"Spring City, PA",40.1768,-75.5466
Spring City,TN,"Spring City, TN",35.6881,-84.8622
Spring City,UT,"Spring City, UT",39.4799,-111.4918
Spring Creek,NV,"Spring Creek, NV",40.745,-115.5983
Spring Creek,SD,"Spring Creek, SD",43.1154,-101.0306
Spring Creek Colony,SD,"Spring Creek Colony, SD",45.9077,-98.8806
Spring Creek Colony,MT,"Spring Creek Colony, MT",47.154,-109.6207
Spring Drive Mobile Home Park,PA,"Spring Drive Mobile Home Park, PA",40.3071,-78.3301
Spring Gap,MD,"Spring Gap, MD",39.5654,-78.7054
Spring Garden,AL,"Spring Garden, AL",33.973,-85.5558
Spring Garden,CA,"Spring Garden, CA",39.9012,-120.7936
Spring Gardens,TX,"Spring Gardens, TX",27.7615,-97.7419
Spring Glen,UT,"Spring Glen, UT",39.6561,-110.8461
Spring Green,WI,"Spring Green, WI",43.1776,-90.0688
Spring Grove,IL,"Spring Grove, IL",42.4545,-88.2399
Spring Grove,PA,"Spring Grove, PA",39.8808,-76.8641
Spring Grove,MN,"Spring Grove, MN",43.5607,-91.6373
Spring Grove,IN,"Spring Grove, IN",39.8472,-84.8912
Spring Hill,FL,"Spring Hill, FL",28.4798,-82.53
Spring Hill,TN,"Spring Hill, TN",35.7437,-86.9116
Spring Hill,KS,"Spring Hill, KS",38.7565,-94.8201
Spring Hill,PA,"Spring Hill, PA",40.3704,-78.6691
Spring Hill,MN,"Spring Hill, MN",45.5232,-94.8317
Spring Hill,IN,"Spring Hill, IN",39.8346,-86.1926
Spring Hill,IA,"Spring Hill, IA",41.4122,-93.6501
Spring Hope,NC,"Spring Hope, NC",35.9441,-78.109
Spring House,PA,"Spring House, PA",40.185,-75.2267
Spring Lake,NC,"Spring Lake, NC",35.1843,-78.9962
Spring Lake,NJ,"Spring Lake, NJ",40.1539,-74.0273
Spring Lake,MI,"Spring Lake, MI",43.0733,-86.1944
Spring Lake,UT,"Spring Lake, UT",40.006,-111.7503
Spring Lake,FL,"Spring Lake, FL",28.4952,-82.3017
Spring Lake,IN,"Spring Lake, IN",39.7767,-85.8536
Spring Lake Colony,SD,"Spring Lake Colony, SD",44.2349,-97.1748
Spring Lake Heights,NJ,"Spring Lake Heights, NJ",40.1521,-74.043
Spring Lake Park,MN,"Spring Lake Park, MN",45.1161,-93.2451
Spring Mill,KY,"Spring Mill, KY",38.1436,-85.6315
Spring Mills,PA,"Spring Mills, PA",40.8534,-77.5654
Spring Mount,PA,"Spring Mount, PA",40.2757,-75.4646
Spring Park,MN,"Spring Park, MN",44.9364,-93.632
Spring Ridge,MD,"Spring Ridge, MD",39.4043,-77.3405
Spring Ridge,PA,"Spring Ridge, PA",40.3533,-75.9892
Spring Ridge,FL,"Spring Ridge, FL",29.8218,-82.7245
Spring Valley,NV,"Spring Valley, NV",36.0952,-115.2636
Spring Valley,NY,"Spring Valley, NY",41.1151,-74.0486
Spring Valley,CA,"Spring Valley, CA",32.7317,-116.9766
Spring Valley,IL,"Spring Valley, IL",41.3362,-89.2038
Spring Valley,MN,"Spring Valley, MN",43.6888,-92.3897
Spring Valley,AZ,"Spring Valley, AZ",34.3452,-112.1592
Spring Valley,WI,"Spring Valley, WI",44.8498,-92.2442
Spring Valley,KY,"Spring Valley, KY",38.2968,-85.6108
Spring Valley,OH,"Spring Valley, OH",39.6102,-84.007
Spring Valley Colony,SD,"Spring Valley Colony, SD",44.0395,-98.8811
Spring Valley Lake,CA,"Spring Valley Lake, CA",34.4987,-117.2683
Spring Valley Village,TX,"Spring Valley Village, TX",29.7898,-95.5041
Springboro,OH,"Springboro, OH",39.5615,-84.2348
Springboro,PA,"Springboro, PA",41.8006,-80.3717
Springbrook,IA,"Springbrook, IA",42.1658,-90.4792
Springbrook,WI,"Springbrook, WI",45.9469,-91.6889
Springbrook,ND,"Springbrook, ND",48.2521,-103.4618
Springdale,AR,"Springdale, AR",36.1901,-94.1574
